Age,EdLevel,MainBranch,DevType,Country,Industry,Employment,OrgSize,WorkExp,Worktype,YearsCode,YearsCodePro,Salary,Avgcodepro_time
1,2,1,9,9,4,1,3,1,0,10,6,64254.0,4
2,1,1,9,7,4,1,4,1,0,19,15,74963.0,4
1,2,1,5,8,4,1,0,1,2,21,9,90491.0,12
1,0,1,5,1,4,1,2,1,1,17,7,51799.0,10
3,0,1,6,9,4,1,7,1,2,24,21,64254.0,3
2,2,1,5,4,4,1,4,3,2,22,18,102605.0,4
1,2,1,9,9,2,2,3,2,0,15,11,64254.0,4
1,1,1,5,9,0,1,2,1,1,13,9,107090.0,4
1,1,1,10,9,4,1,7,1,0,12,8,98522.0,4
1,1,1,10,10,2,1,2,0,1,9,5,54359.0,4
1,0,1,9,12,4,1,1,2,1,15,11,36410.0,4
2,2,1,0,9,4,1,3,2,0,22,15,107090.0,7
1,2,1,6,9,4,1,2,2,1,17,11,77104.0,6
2,1,1,9,4,3,1,3,4,2,25,22,111527.0,3
1,0,1,10,20,6,1,5,1,0,10,7,62112.0,3
1,2,1,9,24,4,1,1,1,2,9,7,68276.0,2
2,1,1,8,25,0,1,2,1,2,11,6,75000.0,5
2,2,1,9,3,4,1,7,3,2,32,17,60863.0,15
1,1,1,9,24,4,1,2,1,0,13,8,44690.0,5
1,2,1,5,9,6,1,5,0,2,11,5,85672.0,6
2,1,1,9,25,1,1,5,0,2,6,5,80000.0,1
1,1,1,9,16,4,1,2,1,2,2,2,43354.0,0
1,2,1,9,9,4,1,3,1,0,17,7,81388.0,10
1,2,1,6,16,4,1,3,0,0,14,2,28711.0,12
2,1,1,5,13,4,1,4,1,0,20,13,57120.0,7
1,2,1,9,17,4,1,2,1,0,8,4,52474.0,4
3,2,1,8,12,4,1,3,3,0,25,19,29985.0,6
3,2,1,6,7,4,1,7,1,0,30,24,85672.0,6
1,1,1,9,22,4,1,4,0,0,10,4,104705.0,6
1,1,1,2,21,2,1,7,2,0,15,10,59892.0,5
1,1,1,8,6,4,1,2,1,1,10,6,64703.0,4
1,0,1,9,12,4,1,3,2,2,18,15,68537.0,3
2,1,1,6,25,7,1,5,3,1,20,17,140000.0,3
1,3,1,2,1,4,1,2,0,1,4,4,57828.0,0
1,0,1,5,5,4,0,0,0,0,6,4,34120.0,2
1,3,1,9,10,4,1,2,1,0,14,10,24234.0,4
1,1,1,6,25,4,1,7,0,2,9,0,61868.0,9
2,1,1,5,25,4,1,5,1,2,17,14,175000.0,3
4,0,1,9,21,4,0,0,1,0,33,27,184283.0,6
3,1,1,9,4,2,1,7,4,0,25,23,111527.0,2
0,0,1,9,1,4,1,0,1,0,11,6,56522.0,5
4,1,1,5,24,4,1,7,6,0,44,40,91862.0,4
1,1,1,9,4,4,1,3,1,2,5,4,111527.0,1
2,0,1,9,25,4,1,0,3,2,17,15,130000.0,2
2,2,1,5,9,4,2,2,1,0,22,7,51403.0,15
1,1,1,9,9,4,1,5,0,0,10,4,66396.0,6
1,1,1,5,19,4,1,7,2,1,15,11,55691.0,4
4,2,1,5,25,4,1,7,6,2,45,40,185000.0,5
1,0,1,10,12,4,0,2,2,2,16,12,80317.0,4
1,2,1,5,22,4,1,7,0,0,15,3,126749.0,12
2,0,1,5,3,4,1,2,3,2,20,17,51600.0,3
1,1,1,8,25,4,1,3,1,2,15,10,170000.0,5
1,1,1,5,24,4,1,2,1,0,17,11,121035.0,6
3,2,1,2,4,4,1,2,5,2,28,26,111527.0,2
4,1,1,6,24,4,0,3,1,2,46,41,99311.0,5
3,0,1,9,25,4,1,7,1,2,30,6,165000.0,24
2,1,1,5,25,1,1,5,3,2,23,16,168000.0,7
1,2,1,9,9,4,1,2,1,0,6,4,64254.0,2
1,1,1,5,25,4,1,1,1,1,8,2,130000.0,6
1,2,1,6,9,7,1,3,1,2,20,9,71750.0,11
0,0,1,9,9,4,1,3,1,1,2,2,12851.0,0
1,1,1,9,2,4,1,0,1,0,15,7,37481.0,8
1,1,1,9,7,4,1,2,1,0,12,9,57828.0,3
3,1,1,5,12,4,1,4,4,2,30,20,93168.0,10
1,1,1,3,23,4,1,2,1,0,10,7,76311.0,3
2,1,0,9,25,4,1,1,4,0,24,15,39999.0,9
1,1,1,6,25,4,1,7,1,0,14,8,110000.0,6
1,0,1,9,4,4,1,7,1,2,2,2,118962.0,0
1,1,1,5,24,3,1,2,2,0,19,11,124138.0,8
3,1,1,9,25,7,1,4,6,0,25,20,138000.0,5
1,1,1,9,3,4,1,6,1,0,8,5,20288.0,3
1,1,1,10,16,4,1,5,1,2,10,7,79588.0,3
0,0,1,9,22,5,1,7,0,0,7,3,110216.0,4
1,1,1,5,11,4,1,6,1,0,5,0,86598.0,5
0,1,1,1,25,4,1,5,1,2,6,3,82000.0,3
2,0,1,9,25,3,1,4,4,2,20,4,120000.0,16
2,2,1,6,9,4,1,7,4,0,31,23,107090.0,8
1,1,1,5,4,4,1,7,1,0,13,10,96657.0,3
1,2,1,5,25,4,1,2,1,2,16,5,115000.0,11
0,1,1,9,24,4,1,2,0,2,10,2,49655.0,8
1,2,1,5,25,4,1,2,1,0,14,8,175000.0,6
2,2,1,4,0,4,1,3,4,0,20,16,165260.0,4
2,1,1,9,25,4,1,1,1,0,20,16,155000.0,4
2,2,1,5,20,4,1,2,1,0,27,23,48190.0,4
1,2,1,10,20,4,0,2,1,2,10,8,107090.0,2
1,2,1,5,16,2,0,1,0,0,5,2,60294.0,3
1,0,1,9,9,3,1,1,0,2,5,3,50868.0,2
0,1,1,5,24,2,1,5,0,0,9,2,62069.0,7
1,0,1,6,12,4,1,2,2,0,15,13,37481.0,2
1,0,1,8,6,4,1,7,0,0,3,2,70742.0,1
1,1,1,5,18,4,1,7,2,2,16,11,94239.0,5
2,1,1,5,25,4,1,4,1,2,8,4,160000.0,4
1,1,1,5,6,4,1,2,0,1,3,0,56076.0,3
3,0,1,9,25,2,0,7,5,2,26,26,200000.0,0
2,1,1,9,0,4,1,3,1,2,15,10,59494.0,5
1,2,1,6,23,4,1,5,1,2,22,9,61440.0,13
1,2,1,8,20,4,1,5,1,0,10,8,66396.0,2
1,0,1,5,9,3,1,1,1,0,20,8,48833.0,12
0,1,1,5,13,4,1,1,0,0,10,4,39516.0,6
1,2,1,5,16,4,1,7,0,0,14,9,107668.0,5
1,2,1,2,9,4,1,4,0,0,10,2,55687.0,8
1,1,1,6,25,4,1,4,1,2,13,8,200000.0,5
2,1,1,9,24,4,1,7,1,0,10,7,86897.0,3
1,2,1,2,6,4,1,5,1,0,10,4,104819.0,6
2,1,1,9,25,6,1,2,3,1,25,20,83000.0,5
1,0,1,5,25,6,1,7,1,2,2,0,160000.0,2
1,1,1,5,25,3,1,5,2,2,14,10,175000.0,4
1,2,1,9,8,4,1,0,1,1,8,3,42407.0,5
2,1,1,9,25,4,1,3,1,2,18,16,130000.0,2
4,2,1,9,13,6,1,2,6,0,40,30,64254.0,10
0,2,1,2,10,4,1,2,1,0,5,3,36351.0,2
1,3,1,2,24,4,1,3,1,0,6,0,52138.0,6
1,0,1,9,4,4,1,0,1,1,7,5,78069.0,2
2,2,1,6,23,4,2,3,3,2,22,17,89200.0,5
1,2,1,10,10,4,1,2,0,2,9,4,12117.0,5
1,0,1,5,12,4,1,5,1,2,11,8,42836.0,3
2,0,1,9,17,4,1,0,1,0,19,16,53545.0,3
1,2,1,9,8,4,1,2,0,1,10,4,44978.0,6
4,2,1,9,22,2,1,3,4,0,27,23,154303.0,4
2,0,1,5,22,2,1,3,3,0,16,13,196185.0,3
1,1,1,9,6,6,1,3,0,0,18,5,92022.0,13
1,1,1,0,25,3,1,5,0,2,8,2,85000.0,6
1,2,1,8,8,4,1,7,1,0,11,6,68537.0,5
2,0,1,6,9,4,1,1,4,0,30,21,69608.0,9
0,1,1,9,25,4,1,3,1,1,7,2,76000.0,5
2,2,1,9,17,4,1,0,3,0,20,20,42836.0,0
1,1,1,9,0,2,1,2,0,1,8,4,79325.0,4
0,1,1,9,18,4,0,0,0,2,6,4,38552.0,2
0,1,1,7,24,4,1,7,0,0,12,2,40345.0,10
1,0,1,9,25,4,1,7,0,2,9,4,93600.0,5
1,2,1,5,10,4,1,1,1,2,8,6,13329.0,2
1,0,1,9,25,2,1,2,2,2,15,12,138000.0,3
3,1,1,4,24,4,1,3,5,2,40,29,93104.0,11
1,1,1,4,12,4,1,5,2,0,15,10,66396.0,5
1,1,1,10,24,4,1,7,1,1,10,8,111724.0,2
1,1,1,0,9,6,1,3,1,2,10,5,59970.0,5
2,1,1,5,20,4,1,5,0,0,7,3,28914.0,4
1,1,1,9,24,2,1,3,1,2,14,9,74483.0,5
2,1,1,8,21,4,1,7,1,0,25,19,92141.0,6
2,2,1,5,21,4,1,2,0,2,6,4,61919.0,2
0,0,1,9,12,4,1,3,2,0,15,14,85672.0,1
3,1,1,9,25,4,1,3,6,2,48,33,180000.0,15
1,1,1,9,13,6,1,7,0,1,11,5,46049.0,6
1,1,1,9,4,1,1,3,0,0,9,2,74351.0,7
1,2,1,3,1,4,1,2,0,0,15,5,80317.0,10
3,2,1,1,25,4,1,3,1,2,8,4,138000.0,4
1,1,1,9,25,4,1,2,1,2,8,4,94000.0,4
1,2,1,5,9,4,1,5,1,1,10,6,107090.0,4
1,1,1,9,25,7,1,2,1,2,15,7,162000.0,8
2,2,1,5,25,4,1,2,3,0,23,18,170000.0,5
0,0,1,9,25,4,1,0,0,2,7,5,150000.0,2
0,0,1,9,9,0,1,5,0,2,7,2,49261.0,5
1,1,1,9,12,4,1,3,1,0,10,7,46049.0,3
1,1,1,9,24,7,1,1,0,0,4,4,37241.0,0
1,0,1,5,24,4,1,4,1,0,9,6,105517.0,3
3,2,1,9,25,4,1,0,5,2,30,30,120000.0,0
1,1,1,9,16,4,1,0,0,0,6,2,31104.0,4
1,0,1,9,0,4,0,7,1,2,27,10,181786.0,17
0,0,1,6,25,7,1,3,0,1,4,3,60000.0,1
2,1,1,9,25,4,1,4,1,2,25,17,200000.0,8
2,1,1,5,25,4,1,6,1,2,3,2,146000.0,1
0,1,1,8,10,2,1,3,0,2,4,2,36351.0,2
1,1,1,9,25,2,1,5,0,2,8,4,100000.0,4
2,2,1,8,1,4,1,5,1,0,22,16,96381.0,6
3,0,1,9,25,3,1,7,5,2,40,26,168000.0,14
2,1,1,5,25,3,1,4,3,2,22,19,125000.0,3
1,1,1,5,9,4,1,3,1,1,12,5,51403.0,7
1,1,1,9,9,4,1,2,1,0,10,5,51938.0,5
1,1,1,5,9,5,1,3,2,0,14,12,88884.0,2
1,1,1,9,25,4,1,3,1,2,13,6,140000.0,7
1,2,1,5,21,4,1,3,1,2,4,4,71317.0,0
1,1,1,6,4,7,1,2,0,0,7,5,72864.0,2
1,1,1,5,9,5,1,1,0,2,9,5,58899.0,4
4,1,1,9,25,2,1,4,6,2,12,12,130000.0,0
3,1,1,5,24,2,1,3,3,0,20,15,130345.0,5
2,3,1,6,20,4,1,5,3,2,28,18,112444.0,10
4,3,1,5,24,4,0,2,6,2,45,25,62069.0,20
2,2,1,8,24,4,1,6,1,0,13,8,99311.0,5
1,1,1,9,24,4,1,4,2,0,18,14,72000.0,4
1,2,1,5,18,4,1,5,0,2,6,5,63738.0,1
2,1,1,5,25,4,1,7,4,2,16,22,120000.0,-6
2,2,1,5,9,4,1,5,1,0,22,10,107090.0,12
0,1,1,9,22,3,1,5,1,0,8,3,99195.0,5
2,1,1,9,25,4,1,3,1,2,4,3,125000.0,1
1,2,1,8,9,4,1,7,1,0,9,7,77104.0,2
2,1,1,3,11,4,1,5,4,0,29,25,173731.0,4
0,1,1,9,24,4,1,2,0,0,10,2,55862.0,8
3,1,1,5,12,4,1,3,3,0,30,23,44978.0,7
1,0,0,3,9,4,1,3,1,2,12,9,70679.0,3
1,0,1,9,9,4,1,3,2,0,20,13,80317.0,7
2,2,1,2,25,3,1,7,3,2,34,15,200000.0,19
3,1,1,9,25,4,1,2,1,2,30,27,126000.0,3
1,1,1,9,12,6,1,0,0,0,8,4,34269.0,4
2,1,1,6,25,4,1,3,3,2,27,17,150000.0,10
0,0,1,3,4,4,1,4,0,0,12,4,75467.0,8
1,2,1,5,19,2,1,3,0,2,5,5,49503.0,0
1,2,1,9,25,1,1,7,1,2,7,3,66950.0,4
1,1,1,9,9,2,1,2,1,2,7,6,62112.0,1
4,1,1,5,4,4,1,5,1,0,45,32,96657.0,13
1,1,1,9,25,4,1,3,0,1,10,5,65000.0,5
1,2,1,10,9,4,1,0,1,0,10,8,74963.0,2
2,2,1,9,1,4,1,2,3,2,24,18,64254.0,6
2,2,1,5,9,4,1,2,3,2,25,18,97451.0,7
1,0,1,9,13,4,1,4,1,0,17,13,85672.0,4
1,1,1,0,12,3,1,0,0,0,11,4,41122.0,7
3,0,1,9,4,4,0,4,1,0,27,25,111527.0,2
1,1,1,6,2,7,1,2,0,1,10,5,42836.0,5
2,3,1,9,24,4,1,1,2,2,22,9,81931.0,13
2,1,1,6,24,4,1,3,2,2,30,12,95586.0,18
1,2,1,9,9,1,1,3,0,0,13,5,96381.0,8
0,1,1,5,25,4,1,2,0,2,11,2,100000.0,9
3,3,1,5,16,4,1,3,5,0,28,22,71779.0,6
1,2,1,9,9,4,1,2,0,0,12,5,74963.0,7
3,1,1,8,24,4,1,2,4,2,37,23,86897.0,14
1,1,1,9,24,6,1,0,1,0,9,6,74483.0,3
1,1,1,7,24,4,1,2,1,1,12,6,46924.0,6
0,0,1,3,9,4,1,1,1,1,4,0,41229.0,4
0,1,1,5,13,4,1,2,0,0,8,4,44978.0,4
2,0,1,5,13,4,0,0,3,0,20,20,160634.0,0
1,3,1,5,6,4,1,0,1,1,19,7,89722.0,12
4,0,1,9,9,4,1,1,6,2,41,34,52474.0,7
3,1,1,9,25,4,1,4,5,2,30,24,170000.0,6
1,1,1,10,25,4,1,5,1,0,10,4,120000.0,6
1,1,1,8,25,6,1,2,1,1,7,7,135000.0,0
1,1,1,0,2,4,1,2,1,0,14,11,96381.0,3
1,1,1,9,2,7,1,5,2,0,12,10,74963.0,2
1,2,1,9,1,4,2,1,1,0,10,4,33733.0,6
1,0,1,8,8,4,1,3,1,2,5,1,42836.0,4
0,1,1,5,4,4,1,5,1,0,9,0,59481.0,9
1,0,1,9,25,2,1,5,1,2,10,7,130000.0,3
0,0,1,8,21,4,1,2,1,0,5,0,43359.0,5
1,1,1,9,4,0,1,3,1,2,13,6,148703.0,7
2,0,1,3,21,4,1,2,1,1,26,15,64499.0,11
2,2,1,5,16,4,1,5,3,1,23,16,63404.0,7
2,1,1,5,13,6,2,5,4,0,31,18,64254.0,13
4,1,1,4,25,4,1,6,1,2,23,23,132000.0,0
1,3,1,9,25,4,1,0,2,2,22,15,90000.0,7
1,0,1,9,4,0,1,3,0,2,8,5,85504.0,3
2,1,1,9,0,4,1,1,2,2,18,15,99156.0,3
1,2,1,9,7,4,1,1,1,2,15,6,87813.0,9
3,2,0,1,1,4,1,2,5,0,35,28,89955.0,7
1,2,1,3,18,0,0,3,1,2,12,7,24814.0,5
1,1,1,5,9,4,1,2,1,0,7,5,58899.0,2
2,2,1,5,9,7,1,2,2,2,28,14,99593.0,14
2,0,1,3,24,2,1,3,2,2,8,9,59586.0,-1
0,0,1,6,12,7,1,4,0,1,10,5,26772.0,5
2,2,1,5,13,2,1,5,2,0,25,15,107090.0,10
2,2,1,9,9,4,1,2,1,0,25,25,74963.0,0
2,2,1,5,25,7,1,3,3,0,28,12,120000.0,16
2,0,1,9,17,6,1,2,3,2,17,17,91026.0,0
0,0,1,9,9,4,1,1,0,2,6,3,43693.0,3
3,2,1,9,9,4,1,2,4,0,30,25,85672.0,5
4,3,1,9,25,4,1,0,6,0,36,32,200000.0,4
2,2,1,9,8,4,1,2,3,0,24,16,107091.0,8
1,0,1,9,9,2,1,3,0,1,8,4,64254.0,4
2,1,1,9,12,4,1,6,2,0,34,15,53545.0,19
1,1,1,5,12,4,0,2,1,2,20,9,49261.0,11
3,1,1,6,25,4,1,3,4,2,28,23,160000.0,5
1,1,1,5,25,7,1,2,2,2,17,11,90000.0,6
1,1,1,9,25,4,1,4,1,2,8,6,152000.0,2
3,2,1,9,25,3,1,3,5,0,45,28,135000.0,17
1,1,1,9,12,4,1,3,2,2,10,9,93168.0,1
2,0,1,9,9,4,1,3,1,2,24,28,88349.0,-4
1,1,1,9,25,2,1,3,1,0,9,6,112140.0,3
1,0,1,9,25,6,1,1,2,1,20,14,150000.0,6
2,0,1,1,25,4,1,0,1,0,13,11,45000.0,2
2,2,1,8,9,3,0,1,2,0,23,12,117798.0,11
2,1,1,8,3,4,1,6,0,2,6,5,40575.0,1
1,2,1,5,9,6,1,3,0,0,11,7,53545.0,4
2,0,1,3,22,7,0,4,3,0,20,15,198389.0,5
2,2,1,5,12,2,1,3,2,2,13,14,69608.0,-1
1,1,1,9,25,4,1,2,1,0,11,7,126000.0,4
0,1,1,5,20,4,1,3,1,0,6,3,35340.0,3
0,1,1,9,25,4,1,3,0,1,5,1,91000.0,4
1,1,1,9,2,4,1,5,1,0,8,4,38552.0,4
1,2,1,9,8,4,1,6,0,1,11,4,53545.0,7
1,1,1,5,11,4,1,6,1,2,6,3,81787.0,3
1,1,1,9,25,5,1,7,1,2,11,7,132000.0,4
2,0,1,6,9,4,1,1,2,2,15,13,38552.0,2
4,0,1,6,13,4,1,2,1,0,45,37,70679.0,8
1,2,1,5,24,4,1,5,1,1,8,7,186207.0,1
1,2,1,5,12,4,1,3,0,2,3,2,34804.0,1
2,2,1,5,25,4,1,2,1,0,23,20,165000.0,3
1,2,1,8,17,4,1,5,1,2,10,8,64254.0,2
2,0,1,9,4,4,1,2,0,2,5,1,47585.0,4
2,2,1,6,25,7,0,2,3,2,31,18,90000.0,13
2,2,1,5,25,2,1,7,3,2,27,20,185000.0,7
2,1,1,8,25,7,1,2,0,0,3,0,75000.0,3
2,1,1,9,9,4,1,3,1,2,11,6,59970.0,5
2,0,1,0,25,5,1,7,1,0,11,8,170000.0,3
1,2,1,10,9,4,1,2,1,0,10,9,107090.0,1
1,1,1,9,4,3,1,7,1,0,20,10,89222.0,10
1,2,1,5,9,6,1,6,0,2,8,3,59970.0,5
2,1,1,9,8,7,0,0,3,2,25,20,74963.0,5
0,1,1,5,25,2,1,1,0,0,6,1,200000.0,5
1,2,1,7,13,4,1,2,1,1,17,10,77104.0,7
1,0,1,8,25,2,1,1,2,2,8,7,98000.0,1
1,1,1,9,25,2,1,2,1,1,11,10,100000.0,1
1,1,1,5,15,4,1,5,1,0,7,6,86082.0,1
4,1,1,9,15,4,1,1,6,1,48,37,67960.0,11
2,1,1,5,25,4,1,7,1,2,13,10,155000.0,3
2,0,1,8,13,4,1,2,4,0,37,24,74963.0,13
1,2,1,7,16,4,1,2,1,0,18,7,36368.0,11
1,1,1,5,13,4,1,4,0,1,7,3,34954.0,4
2,0,1,10,24,4,1,3,3,0,20,15,117931.0,5
2,1,1,9,25,4,1,7,1,2,7,8,165000.0,-1
1,2,1,9,25,1,1,2,1,0,12,6,75000.0,6
1,1,1,9,25,4,1,2,1,2,10,9,186000.0,1
3,2,1,9,4,3,1,2,5,2,40,28,148703.0,12
1,1,1,6,20,4,1,2,1,0,14,11,38552.0,3
0,2,1,9,4,4,1,3,1,0,6,4,48328.0,2
2,0,1,10,9,2,1,3,0,0,5,2,62112.0,3
2,2,1,9,15,1,1,3,2,0,17,12,113266.0,5
2,1,1,5,24,4,1,6,2,2,25,14,186207.0,11
1,1,1,9,15,4,1,3,0,0,10,4,54368.0,6
1,0,1,6,9,4,1,2,0,0,5,2,53545.0,3
2,2,1,5,9,3,1,2,4,2,21,19,72821.0,2
2,1,1,9,25,4,1,2,3,1,23,16,145000.0,7
1,1,1,9,25,3,1,5,1,2,18,9,162000.0,9
3,1,1,5,24,2,1,1,5,2,43,21,79448.0,22
1,1,1,9,20,4,1,0,1,0,12,8,37267.0,4
1,2,1,8,21,4,1,0,1,0,5,2,46071.0,3
1,1,1,6,9,4,1,3,1,0,12,5,74963.0,7
1,2,1,5,16,2,1,7,1,2,12,10,98097.0,2
3,1,1,5,4,3,1,1,4,0,29,23,89222.0,6
1,2,1,9,24,0,1,2,1,0,14,8,83793.0,6
2,1,1,9,9,4,1,2,2,1,16,10,61041.0,6
2,1,1,6,9,2,1,2,4,0,23,20,78175.0,3
4,3,1,1,9,4,1,3,6,2,42,38,81388.0,4
2,1,1,9,20,4,1,3,3,2,20,20,42836.0,0
2,1,1,5,25,4,1,4,3,2,23,15,180000.0,8
4,1,1,6,25,4,1,2,1,0,25,23,135000.0,2
1,1,1,10,10,4,1,5,1,0,16,10,29081.0,6
4,0,1,5,25,4,1,3,1,0,44,30,168000.0,14
1,2,1,1,3,0,1,3,1,2,11,10,44633.0,1
2,1,1,9,12,4,1,7,1,0,13,8,53545.0,5
1,1,1,5,13,4,1,3,1,2,12,6,117798.0,6
2,0,1,9,24,4,1,0,1,2,25,15,43448.0,10
1,2,1,5,13,0,1,3,0,0,10,4,42836.0,6
2,0,1,9,25,4,1,4,2,0,20,15,150000.0,5
1,0,1,5,16,4,0,3,0,2,4,4,37481.0,0
1,2,1,1,1,4,1,3,1,0,9,5,85672.0,4
1,1,1,8,25,4,1,4,1,0,6,5,100000.0,1
1,2,1,5,9,2,1,5,1,2,12,7,58899.0,5
1,2,1,9,9,4,1,6,1,1,11,6,88431.0,5
1,0,1,9,25,4,1,1,0,2,8,3,102000.0,5
3,2,1,0,25,4,1,4,1,2,15,12,115000.0,3
0,1,1,9,25,4,1,0,1,0,5,1,67000.0,4
1,0,1,8,0,2,1,3,3,2,18,15,118987.0,3
1,3,1,3,20,1,1,1,1,1,10,5,34269.0,5
2,0,1,8,10,4,1,6,2,2,8,8,54526.0,0
0,1,1,9,9,3,1,3,0,2,7,3,64254.0,4
2,1,1,3,25,4,1,3,3,1,25,9,55000.0,16
1,1,1,9,7,2,0,3,3,2,18,13,200000.0,5
1,1,1,9,10,4,1,6,1,0,7,3,19387.0,4
2,2,1,5,13,4,1,3,2,0,18,14,117798.0,4
0,1,1,5,25,6,1,7,0,2,8,3,110000.0,5
2,0,1,6,25,4,1,3,4,2,35,20,165000.0,15
2,1,1,9,9,4,1,3,2,2,14,11,96381.0,3
1,1,1,9,9,4,1,2,1,0,6,4,51510.0,2
1,1,1,10,17,4,1,2,0,0,4,2,25701.0,2
1,0,1,9,25,4,1,4,1,2,15,7,154000.0,8
1,2,1,9,22,4,1,3,1,0,10,7,99195.0,3
2,0,1,9,17,4,1,3,1,0,12,6,28165.0,6
1,0,1,7,25,7,1,7,2,1,18,13,120000.0,5
0,1,1,9,10,7,1,5,0,2,8,2,30292.0,6
1,1,1,8,25,4,1,7,1,2,5,1,72275.0,4
1,1,1,2,25,4,1,2,1,1,4,3,130000.0,1
1,2,1,1,25,7,1,7,1,0,10,8,150000.0,2
1,0,1,9,9,4,1,0,1,2,18,8,66396.0,10
2,0,1,9,12,4,1,7,2,0,21,13,40694.0,8
3,0,1,5,9,6,1,3,5,2,40,23,65325.0,17
2,0,1,9,25,7,1,3,4,1,17,15,95613.0,2
1,1,1,9,4,4,1,2,2,2,17,13,95170.0,4
2,2,1,9,25,4,1,5,3,2,17,16,97000.0,1
1,2,1,3,1,4,1,5,1,0,12,5,128507.0,7
2,3,1,9,8,4,0,2,1,0,5,4,16063.0,1
0,1,1,8,10,4,1,1,0,0,5,2,16964.0,3
1,2,1,2,22,7,1,7,0,0,4,2,124544.0,2
0,1,1,8,25,4,1,2,1,0,7,1,46000.0,6
2,0,1,5,25,6,1,4,3,1,11,10,143000.0,1
2,1,1,6,24,4,1,7,1,2,35,20,180000.0,15
2,0,1,7,25,7,1,2,1,1,20,7,83000.0,13
2,2,1,5,7,4,1,2,4,2,25,21,77104.0,4
0,1,1,10,13,4,1,6,1,0,5,0,44442.0,5
4,1,1,5,25,6,1,3,6,2,38,36,156000.0,2
3,2,1,5,18,4,1,1,1,0,23,22,90625.0,1
1,1,1,10,22,2,1,5,2,0,16,12,131157.0,4
1,1,1,5,16,4,1,2,1,2,6,3,57423.0,3
1,2,1,1,25,4,1,2,1,2,18,10,103000.0,8
0,0,1,8,19,4,1,1,1,2,9,5,40840.0,4
3,2,1,5,9,5,0,4,6,0,38,28,128507.0,10
4,3,1,8,9,4,1,2,4,2,27,24,87813.0,3
1,2,1,9,9,4,1,7,0,0,13,8,66396.0,5
3,1,0,6,7,4,1,2,1,0,20,16,44978.0,4
1,2,1,9,25,4,1,3,0,2,6,2,90000.0,4
1,1,1,5,25,3,1,3,1,2,13,8,112000.0,5
3,0,1,9,11,4,1,0,5,0,40,26,76976.0,14
2,1,1,8,24,4,0,2,1,0,10,10,80690.0,0
1,0,1,9,9,7,0,2,1,1,15,9,64254.0,6
1,2,1,9,10,4,1,4,1,0,12,8,30656.0,4
1,1,1,5,21,4,1,2,2,0,10,6,110570.0,4
2,0,1,9,25,3,1,3,3,2,8,6,150000.0,2
1,1,1,9,25,4,1,0,1,2,8,6,75000.0,2
1,2,1,2,25,4,1,2,1,0,12,8,190000.0,4
1,0,1,9,25,6,1,7,0,2,2,1,110250.0,1
2,1,1,9,16,4,1,0,2,1,25,14,23926.0,11
2,1,1,9,25,4,1,7,1,0,10,8,130000.0,2
2,1,1,9,20,4,1,7,2,2,13,13,42836.0,0
1,0,1,8,25,4,1,2,1,1,4,2,65000.0,2
3,1,1,9,25,4,1,7,6,1,15,9,114500.0,6
0,1,1,9,25,6,1,6,0,2,11,3,150000.0,8
2,1,1,5,25,4,1,6,2,0,6,6,62000.0,0
1,1,1,5,2,4,1,2,1,0,10,6,55687.0,4
1,1,1,8,25,1,1,4,1,2,14,10,130000.0,4
1,0,1,7,3,6,1,1,0,1,13,4,10225.0,9
3,1,1,3,25,4,1,7,2,1,18,15,132000.0,3
1,0,1,9,13,4,1,0,0,0,20,5,42836.0,15
2,1,1,5,4,4,1,3,3,0,23,20,92939.0,3
1,2,1,9,16,4,1,3,0,1,11,3,23926.0,8
1,2,1,2,22,4,1,2,1,0,16,10,93684.0,6
1,1,1,6,24,4,1,4,1,1,12,10,64552.0,2
0,0,1,5,20,4,1,7,0,2,13,5,139216.0,8
1,1,1,5,17,4,1,0,1,0,2,1,26772.0,1
1,2,1,0,24,4,1,3,1,0,9,5,64552.0,4
3,0,1,4,6,4,1,1,1,1,38,20,129406.0,18
1,1,1,5,24,4,1,4,1,0,11,9,54124.0,2
3,1,1,3,25,3,1,6,5,0,37,16,140000.0,21
3,1,1,0,25,4,1,6,3,2,29,18,105000.0,11
2,1,1,9,25,4,1,2,2,0,15,12,110000.0,3
1,1,1,9,25,7,1,7,1,0,15,10,135000.0,5
1,2,1,9,12,3,0,2,2,0,12,10,91026.0,2
2,1,1,9,25,7,1,3,2,0,17,15,154000.0,2
3,0,1,9,25,3,1,5,6,2,30,24,180000.0,6
1,1,1,9,25,4,1,5,1,0,7,3,65000.0,4
1,1,1,5,24,6,1,5,1,0,20,7,155173.0,13
2,2,1,5,9,7,1,7,2,2,25,15,165989.0,10
1,2,1,5,25,4,1,2,1,0,9,2,132000.0,7
1,1,1,5,25,4,1,7,1,0,5,3,163116.0,2
2,0,1,5,16,4,0,5,1,2,30,24,156000.0,6
1,2,1,5,12,4,1,3,0,2,7,2,35340.0,5
1,2,1,7,25,4,1,2,1,1,9,0,80000.0,9
1,3,1,9,25,4,1,2,2,2,16,13,90000.0,3
2,1,1,1,8,4,1,5,3,2,13,13,85672.0,0
1,1,1,9,8,4,1,2,1,0,3,1,40694.0,2
0,0,1,9,9,4,1,0,1,0,7,2,14136.0,5
2,1,1,9,25,4,1,0,2,2,18,13,85000.0,5
1,1,1,9,10,4,1,7,1,2,11,8,24234.0,3
1,0,1,5,25,2,1,2,1,1,10,6,65000.0,4
